 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  48110   17   -4    9 1 1 1
  48111   18   -4    9 1 1 1
  48112   19   -4    9 1 1 1
  48113   20   -4    9 1 1 1
  48114   21   -4    9 1 1 1
  48115   22   -4    9 1 1 1
  48116  -22   -3    9 1 1 1
  48117  -21   -3    9 1 1 1
  48118  -20   -3    9 1 1 1
  48119  -19   -3    9 1 1 1
  48120  -18   -3    9 1 1 1
  48121  -17   -3    9 1 1 1
  48122  -16   -3    9 1 1 1
  48123  -15   -3    9 1 1 1
  48124  -14   -3    9 1 1 1
  48125  -13   -3    9 1 1 1
  48126  -12   -3    9 1 1 1
  48127  -11   -3    9 1 1 1
  48128  -10   -3    9 1 1 1
  48129   -9   -3    9 1 1 1
  48130   -8   -3    9 1 1 1
  48131   -7   -3    9 1 1 1
  48132   -6   -3    9 1 1 1
  48133   -5   -3    9 1 1 1
  48134   -4   -3    9 1 1 1
  48135   -3   -3    9 1 1 1
  48136   -2   -3    9 1 1 1
  48137   -1   -3    9 1 1 1
  48138    0   -3    9 1 1 1
  48139    1   -3    9 1 1 1
  48140    2   -3    9 1 1 1
  48141    3   -3    9 1 1 1
  48142    4   -3    9 1 1 1
  48143    5   -3    9 1 1 1
  48144    6   -3    9 1 1 1
  48145    7   -3    9 1 1 1
  48146    8   -3    9 1 1 1
  48147    9   -3    9 1 1 1
  48148   10   -3    9 1 1 1
  48149   11   -3    9 1 1 1
  48150   12   -3    9 1 1 1
  48151   13   -3    9 1 1 1
  48152   14   -3    9 1 1 1
  48153   15   -3    9 1 1 1
  48154   16   -3    9 1 1 1
  48155   17   -3    9 1 1 1
  48156   18   -3    9 1 1 1
  48157   19   -3    9 1 1 1
  48158   20   -3    9 1 1 1
  48159   21   -3    9 1 1 1
  48160   22   -3    9 1 1 1
  48161  -22   -2    9 1 1 1
  48162  -21   -2    9 1 1 1
  48163  -20   -2    9 1 1 1
  48164  -19   -2    9 1 1 1
  48165  -18   -2    9 1 1 1
  48166  -17   -2    9 1 1 1
  48167  -16   -2    9 1 1 1
  48168  -15   -2    9 1 1 1
  48169  -14   -2    9 1 1 1
  48170  -13   -2    9 1 1 1
  48171  -12   -2    9 1 1 1
  48172  -11   -2    9 1 1 1
  48173  -10   -2    9 1 1 1
  48174   -9   -2    9 1 1 1
  48175   -8   -2    9 1 1 1
  48176   -7   -2    9 1 1 1
  48177   -6   -2    9 1 1 1
  48178   -5   -2    9 1 1 1
  48179   -4   -2    9 1 1 1
  48180   -3   -2    9 1 1 1
  48181   -2   -2    9 1 1 1
  48182   -1   -2    9 1 1 1
  48183    0   -2    9 1 1 1
  48184    1   -2    9 1 1 1
  48185    2   -2    9 1 1 1
  48186    3   -2    9 1 1 1
  48187    4   -2    9 1 1 1
  48188    5   -2    9 1 1 1
  48189    6   -2    9 1 1 1
  48190    7   -2    9 1 1 1
  48191    8   -2    9 1 1 1
  48192    9   -2    9 1 1 1
  48193   10   -2    9 1 1 1
  48194   11   -2    9 1 1 1
  48195   12   -2    9 1 1 1
  48196   13   -2    9 1 1 1
  48197   14   -2    9 1 1 1
  48198   15   -2    9 1 1 1
  48199   16   -2    9 1 1 1
  48200   17   -2    9 1 1 1
  48201   18   -2    9 1 1 1
  48202   19   -2    9 1 1 1
  48203   20   -2    9 1 1 1
  48204   21   -2    9 1 1 1
  48205   22   -2    9 1 1 1
  48206  -23   -1    9 1 1 1
  48207  -22   -1    9 1 1 1
  48208  -21   -1    9 1 1 1
  48209  -20   -1    9 1 1 1
  48210  -19   -1    9 1 1 1
  48211  -18   -1    9 1 1 1
  48212  -17   -1    9 1 1 1
  48213  -16   -1    9 1 1 1
  48214  -15   -1    9 1 1 1
  48215  -14   -1    9 1 1 1
  48216  -13   -1    9 1 1 1
  48217  -12   -1    9 1 1 1
  48218  -11   -1    9 1 1 1
  48219  -10   -1    9 1 1 1
  48220   -9   -1    9 1 1 1
  48221   -8   -1    9 1 1 1
  48222   -7   -1    9 1 1 1
  48223   -6   -1    9 1 1 1
  48224   -5   -1    9 1 1 1
  48225   -4   -1    9 1 1 1
  48226   -3   -1    9 1 1 1
  48227   -2   -1    9 1 1 1
  48228   -1   -1    9 1 1 1
  48229    0   -1    9 1 1 1
  48230    1   -1    9 1 1 1
  48231    2   -1    9 1 1 1
  48232    3   -1    9 1 1 1
  48233    4   -1    9 1 1 1
  48234    5   -1    9 1 1 1
  48235    6   -1    9 1 1 1
  48236    7   -1    9 1 1 1
  48237    8   -1    9 1 1 1
  48238    9   -1    9 1 1 1
  48239   10   -1    9 1 1 1
  48240   11   -1    9 1 1 1
  48241   12   -1    9 1 1 1
  48242   13   -1    9 1 1 1
  48243   14   -1    9 1 1 1
  48244   15   -1    9 1 1 1
  48245   16   -1    9 1 1 1
  48246   17   -1    9 1 1 1
  48247   18   -1    9 1 1 1
  48248   19   -1    9 1 1 1
  48249   20   -1    9 1 1 1
  48250   21   -1    9 1 1 1
  48251   22   -1    9 1 1 1
  48252   23   -1    9 1 1 1
  48253  -23    0    9 1 1 1
  48254  -22    0    9 1 1 1
  48255  -21    0    9 1 1 1
  48256  -20    0    9 1 1 1
  48257  -19    0    9 1 1 1
  48258  -18    0    9 1 1 1
  48259  -17    0    9 1 1 1
  48260  -16    0    9 1 1 1
  48261  -15    0    9 1 1 1
  48262  -14    0    9 1 1 1
  48263  -13    0    9 1 1 1
  48264  -12    0    9 1 1 1
  48265  -11    0    9 1 1 1
  48266  -10    0    9 1 1 1
  48267   -9    0    9 1 1 1
  48268   -8    0    9 1 1 1
  48269   -7    0    9 1 1 1
  48270   -6    0    9 1 1 1
  48271   -5    0    9 1 1 1
  48272   -4    0    9 1 1 1
  48273   -3    0    9 1 1 1
  48274   -2    0    9 1 1 1
  48275   -1    0    9 1 1 1
  48276    0    0    9 1 1 1
  48277    1    0    9 1 1 1
  48278    2    0    9 1 1 1
  48279    3    0    9 1 1 1
  48280    4    0    9 1 1 1
  48281    5    0    9 1 1 1
  48282    6    0    9 1 1 1
  48283    7    0    9 1 1 1
  48284    8    0    9 1 1 1
  48285    9    0    9 1 1 1
  48286   10    0    9 1 1 1
  48287   11    0    9 1 1 1
  48288   12    0    9 1 1 1
  48289   13    0    9 1 1 1
  48290   14    0    9 1 1 1
  48291   15    0    9 1 1 1
  48292   16    0    9 1 1 1
  48293   17    0    9 1 1 1
  48294   18    0    9 1 1 1
  48295   19    0    9 1 1 1
  48296   20    0    9 1 1 1
  48297   21    0    9 1 1 1
  48298   22    0    9 1 1 1
  48299   23    0    9 1 1 1
  48300  -23    1    9 1 1 1
  48301  -22    1    9 1 1 1
  48302  -21    1    9 1 1 1
  48303  -20    1    9 1 1 1
  48304  -19    1    9 1 1 1
  48305  -18    1    9 1 1 1
  48306  -17    1    9 1 1 1
  48307  -16    1    9 1 1 1
  48308  -15    1    9 1 1 1
  48309  -14    1    9 1 1 1
  48310  -13    1    9 1 1 1
  48311  -12    1    9 1 1 1
  48312  -11    1    9 1 1 1
  48313  -10    1    9 1 1 1
  48314   -9    1    9 1 1 1
  48315   -8    1    9 1 1 1
  48316   -7    1    9 1 1 1
  48317   -6    1    9 1 1 1
  48318   -5    1    9 1 1 1
  48319   -4    1    9 1 1 1
  48320   -3    1    9 1 1 1
  48321   -2    1    9 1 1 1
  48322   -1    1    9 1 1 1
  48323    0    1    9 1 1 1
  48324    1    1    9 1 1 1
  48325    2    1    9 1 1 1
  48326    3    1    9 1 1 1
  48327    4    1    9 1 1 1
  48328    5    1    9 1 1 1
  48329    6    1    9 1 1 1
  48330    7    1    9 1 1 1
  48331    8    1    9 1 1 1
  48332    9    1    9 1 1 1
  48333   10    1    9 1 1 1
  48334   11    1    9 1 1 1
  48335   12    1    9 1 1 1
  48336   13    1    9 1 1 1
  48337   14    1    9 1 1 1
  48338   15    1    9 1 1 1
  48339   16    1    9 1 1 1
  48340   17    1    9 1 1 1
  48341   18    1    9 1 1 1
  48342   19    1    9 1 1 1
  48343   20    1    9 1 1 1
  48344   21    1    9 1 1 1
  48345   22    1    9 1 1 1
  48346   23    1    9 1 1 1
  48347  -22    2    9 1 1 1
  48348  -21    2    9 1 1 1
  48349  -20    2    9 1 1 1
  48350  -19    2    9 1 1 1
  48351  -18    2    9 1 1 1
  48352  -17    2    9 1 1 1
  48353  -16    2    9 1 1 1
  48354  -15    2    9 1 1 1
  48355  -14    2    9 1 1 1
  48356  -13    2    9 1 1 1
  48357  -12    2    9 1 1 1
  48358  -11    2    9 1 1 1
  48359  -10    2    9 1 1 1
  48360   -9    2    9 1 1 1
  48361   -8    2    9 1 1 1
  48362   -7    2    9 1 1 1
  48363   -6    2    9 1 1 1
  48364   -5    2    9 1 1 1
  48365   -4    2    9 1 1 1
  48366   -3    2    9 1 1 1
  48367   -2    2    9 1 1 1
  48368   -1    2    9 1 1 1
  48369    0    2    9 1 1 1
  48370    1    2    9 1 1 1
  48371    2    2    9 1 1 1
  48372    3    2    9 1 1 1
  48373    4    2    9 1 1 1
  48374    5    2    9 1 1 1
  48375    6    2    9 1 1 1
  48376    7    2    9 1 1 1
  48377    8    2    9 1 1 1
  48378    9    2    9 1 1 1
  48379   10    2    9 1 1 1
  48380   11    2    9 1 1 1
  48381   12    2    9 1 1 1
  48382   13    2    9 1 1 1
  48383   14    2    9 1 1 1
  48384   15    2    9 1 1 1
  48385   16    2    9 1 1 1
  48386   17    2    9 1 1 1
  48387   18    2    9 1 1 1
  48388   19    2    9 1 1 1
  48389   20    2    9 1 1 1
  48390   21    2    9 1 1 1
  48391   22    2    9 1 1 1
  48392  -22    3    9 1 1 1
  48393  -21    3    9 1 1 1
  48394  -20    3    9 1 1 1
  48395  -19    3    9 1 1 1
  48396  -18    3    9 1 1 1
  48397  -17    3    9 1 1 1
  48398  -16    3    9 1 1 1
  48399  -15    3    9 1 1 1
  48400  -14    3    9 1 1 1
  48401  -13    3    9 1 1 1
  48402  -12    3    9 1 1 1
  48403  -11    3    9 1 1 1
  48404  -10    3    9 1 1 1
  48405   -9    3    9 1 1 1
  48406   -8    3    9 1 1 1
  48407   -7    3    9 1 1 1
  48408   -6    3    9 1 1 1
  48409   -5    3    9 1 1 1
  48410   -4    3    9 1 1 1
  48411   -3    3    9 1 1 1
  48412   -2    3    9 1 1 1
  48413   -1    3    9 1 1 1
  48414    0    3    9 1 1 1
  48415    1    3    9 1 1 1
  48416    2    3    9 1 1 1
  48417    3    3    9 1 1 1
  48418    4    3    9 1 1 1
  48419    5    3    9 1 1 1
  48420    6    3    9 1 1 1
  48421    7    3    9 1 1 1
  48422    8    3    9 1 1 1
  48423    9    3    9 1 1 1
  48424   10    3    9 1 1 1
  48425   11    3    9 1 1 1
  48426   12    3    9 1 1 1
  48427   13    3    9 1 1 1
  48428   14    3    9 1 1 1
  48429   15    3    9 1 1 1
  48430   16    3    9 1 1 1
  48431   17    3    9 1 1 1
  48432   18    3    9 1 1 1
  48433   19    3    9 1 1 1
  48434   20    3    9 1 1 1
  48435   21    3    9 1 1 1
  48436   22    3    9 1 1 1
  48437  -22    4    9 1 1 1
  48438  -21    4    9 1 1 1
  48439  -20    4    9 1 1 1
  48440  -19    4    9 1 1 1
  48441  -18    4    9 1 1 1
  48442  -17    4    9 1 1 1
  48443  -16    4    9 1 1 1
  48444  -15    4    9 1 1 1
  48445  -14    4    9 1 1 1
  48446  -13    4    9 1 1 1
  48447  -12    4    9 1 1 1
  48448  -11    4    9 1 1 1
  48449  -10    4    9 1 1 1
  48450   -9    4    9 1 1 1
  48451   -8    4    9 1 1 1
  48452   -7    4    9 1 1 1
  48453   -6    4    9 1 1 1
  48454   -5    4    9 1 1 1
  48455   -4    4    9 1 1 1
  48456   -3    4    9 1 1 1
  48457   -2    4    9 1 1 1
  48458   -1    4    9 1 1 1
  48459    0    4    9 1 1 1
  48460    1    4    9 1 1 1
  48461    2    4    9 1 1 1
  48462    3    4    9 1 1 1
  48463    4    4    9 1 1 1
  48464    5    4    9 1 1 1
  48465    6    4    9 1 1 1
  48466    7    4    9 1 1 1
  48467    8    4    9 1 1 1
  48468    9    4    9 1 1 1
  48469   10    4    9 1 1 1
  48470   11    4    9 1 1 1
  48471   12    4    9 1 1 1
  48472   13    4    9 1 1 1
  48473   14    4    9 1 1 1
  48474   15    4    9 1 1 1
  48475   16    4    9 1 1 1
  48476   17    4    9 1 1 1
  48477   18    4    9 1 1 1
  48478   19    4    9 1 1 1
  48479   20    4    9 1 1 1
  48480   21    4    9 1 1 1
  48481   22    4    9 1 1 1
  48482  -22    5    9 1 1 1
  48483  -21    5    9 1 1 1
  48484  -20    5    9 1 1 1
  48485  -19    5    9 1 1 1
  48486  -18    5    9 1 1 1
  48487  -17    5    9 1 1 1
  48488  -16    5    9 1 1 1
  48489  -15    5    9 1 1 1
  48490  -14    5    9 1 1 1
  48491  -13    5    9 1 1 1
  48492  -12    5    9 1 1 1
  48493  -11    5    9 1 1 1
  48494  -10    5    9 1 1 1
  48495   -9    5    9 1 1 1
  48496   -8    5    9 1 1 1
  48497   -7    5    9 1 1 1
  48498   -6    5    9 1 1 1
  48499   -5    5    9 1 1 1
  48500   -4    5    9 1 1 1
  48501   -3    5    9 1 1 1
  48502   -2    5    9 1 1 1
  48503   -1    5    9 1 1 1
  48504    0    5    9 1 1 1
  48505    1    5    9 1 1 1
  48506    2    5    9 1 1 1
  48507    3    5    9 1 1 1
  48508    4    5    9 1 1 1
  48509    5    5    9 1 1 1
  48510    6    5    9 1 1 1
  48511    7    5    9 1 1 1
  48512    8    5    9 1 1 1
  48513    9    5    9 1 1 1
  48514   10    5    9 1 1 1
  48515   11    5    9 1 1 1
  48516   12    5    9 1 1 1
  48517   13    5    9 1 1 1
  48518   14    5    9 1 1 1
  48519   15    5    9 1 1 1
  48520   16    5    9 1 1 1
  48521   17    5    9 1 1 1
  48522   18    5    9 1 1 1
  48523   19    5    9 1 1 1
  48524   20    5    9 1 1 1
  48525   21    5    9 1 1 1
  48526   22    5    9 1 1 1
  48527  -22    6    9 1 1 1
  48528  -21    6    9 1 1 1
  48529  -20    6    9 1 1 1
  48530  -19    6    9 1 1 1
  48531  -18    6    9 1 1 1
  48532  -17    6    9 1 1 1
  48533  -16    6    9 1 1 1
  48534  -15    6    9 1 1 1
  48535  -14    6    9 1 1 1
  48536  -13    6    9 1 1 1
  48537  -12    6    9 1 1 1
  48538  -11    6    9 1 1 1
  48539  -10    6    9 1 1 1
  48540   -9    6    9 1 1 1
  48541   -8    6    9 1 1 1
  48542   -7    6    9 1 1 1
  48543   -6    6    9 1 1 1
  48544   -5    6    9 1 1 1
  48545   -4    6    9 1 1 1
  48546   -3    6    9 1 1 1
  48547   -2    6    9 1 1 1
  48548   -1    6    9 1 1 1
  48549    0    6    9 1 1 1
  48550    1    6    9 1 1 1
  48551    2    6    9 1 1 1
  48552    3    6    9 1 1 1
  48553    4    6    9 1 1 1
  48554    5    6    9 1 1 1
  48555    6    6    9 1 1 1
  48556    7    6    9 1 1 1
  48557    8    6    9 1 1 1
  48558    9    6    9 1 1 1
  48559   10    6    9 1 1 1
  48560   11    6    9 1 1 1
  48561   12    6    9 1 1 1
  48562   13    6    9 1 1 1
  48563   14    6    9 1 1 1
  48564   15    6    9 1 1 1
  48565   16    6    9 1 1 1
  48566   17    6    9 1 1 1
  48567   18    6    9 1 1 1
  48568   19    6    9 1 1 1
  48569   20    6    9 1 1 1
  48570   21    6    9 1 1 1
  48571   22    6    9 1 1 1
  48572  -21    7    9 1 1 1
  48573  -20    7    9 1 1 1
  48574  -19    7    9 1 1 1
  48575  -18    7    9 1 1 1
  48576  -17    7    9 1 1 1
  48577  -16    7    9 1 1 1
  48578  -15    7    9 1 1 1
  48579  -14    7    9 1 1 1
  48580  -13    7    9 1 1 1
  48581  -12    7    9 1 1 1
  48582  -11    7    9 1 1 1
  48583  -10    7    9 1 1 1
  48584   -9    7    9 1 1 1
  48585   -8    7    9 1 1 1
  48586   -7    7    9 1 1 1
  48587   -6    7    9 1 1 1
  48588   -5    7    9 1 1 1
  48589   -4    7    9 1 1 1
  48590   -3    7    9 1 1 1
  48591   -2    7    9 1 1 1
  48592   -1    7    9 1 1 1
  48593    0    7    9 1 1 1
  48594    1    7    9 1 1 1
  48595    2    7    9 1 1 1
  48596    3    7    9 1 1 1
  48597    4    7    9 1 1 1
  48598    5    7    9 1 1 1
  48599    6    7    9 1 1 1
  48600    7    7    9 1 1 1
  48601    8    7    9 1 1 1
  48602    9    7    9 1 1 1
  48603   10    7    9 1 1 1
  48604   11    7    9 1 1 1
  48605   12    7    9 1 1 1
  48606   13    7    9 1 1 1
  48607   14    7    9 1 1 1
  48608   15    7    9 1 1 1
  48609   16    7    9 1 1 1
  48610   17    7    9 1 1 1
  48611   18    7    9 1 1 1
  48612   19    7    9 1 1 1
  48613   20    7    9 1 1 1
  48614   21    7    9 1 1 1
  48615  -21    8    9 1 1 1
  48616  -20    8    9 1 1 1
  48617  -19    8    9 1 1 1
  48618  -18    8    9 1 1 1
  48619  -17    8    9 1 1 1
  48620  -16    8    9 1 1 1
  48621  -15    8    9 1 1 1
  48622  -14    8    9 1 1 1
  48623  -13    8    9 1 1 1
  48624  -12    8    9 1 1 1
  48625  -11    8    9 1 1 1
  48626  -10    8    9 1 1 1
  48627   -9    8    9 1 1 1
  48628   -8    8    9 1 1 1
  48629   -7    8    9 1 1 1
  48630   -6    8    9 1 1 1
  48631   -5    8    9 1 1 1
  48632   -4    8    9 1 1 1
  48633   -3    8    9 1 1 1
  48634   -2    8    9 1 1 1
  48635   -1    8    9 1 1 1
  48636    0    8    9 1 1 1
  48637    1    8    9 1 1 1
  48638    2    8    9 1 1 1
  48639    3    8    9 1 1 1
  48640    4    8    9 1 1 1
  48641    5    8    9 1 1 1
  48642    6    8    9 1 1 1
  48643    7    8    9 1 1 1
  48644    8    8    9 1 1 1
  48645    9    8    9 1 1 1
  48646   10    8    9 1 1 1
  48647   11    8    9 1 1 1
  48648   12    8    9 1 1 1
  48649   13    8    9 1 1 1
  48650   14    8    9 1 1 1
  48651   15    8    9 1 1 1
  48652   16    8    9 1 1 1
  48653   17    8    9 1 1 1
  48654   18    8    9 1 1 1
  48655   19    8    9 1 1 1
  48656   20    8    9 1 1 1
  48657   21    8    9 1 1 1
  48658  -21    9    9 1 1 1
  48659  -20    9    9 1 1 1
  48660  -19    9    9 1 1 1
  48661  -18    9    9 1 1 1
  48662  -17    9    9 1 1 1
  48663  -16    9    9 1 1 1
  48664  -15    9    9 1 1 1
  48665  -14    9    9 1 1 1
  48666  -13    9    9 1 1 1
  48667  -12    9    9 1 1 1
  48668  -11    9    9 1 1 1
  48669  -10    9    9 1 1 1
  48670   -9    9    9 1 1 1
  48671   -8    9    9 1 1 1
  48672   -7    9    9 1 1 1
  48673   -6    9    9 1 1 1
  48674   -5    9    9 1 1 1
  48675   -4    9    9 1 1 1
  48676   -3    9    9 1 1 1
  48677   -2    9    9 1 1 1
  48678   -1    9    9 1 1 1
  48679    0    9    9 1 1 1
  48680    1    9    9 1 1 1
  48681    2    9    9 1 1 1
  48682    3    9    9 1 1 1
  48683    4    9    9 1 1 1
  48684    5    9    9 1 1 1
  48685    6    9    9 1 1 1
  48686    7    9    9 1 1 1
  48687    8    9    9 1 1 1
  48688    9    9    9 1 1 1
  48689   10    9    9 1 1 1
  48690   11    9    9 1 1 1
  48691   12    9    9 1 1 1
  48692   13    9    9 1 1 1
  48693   14    9    9 1 1 1
  48694   15    9    9 1 1 1
  48695   16    9    9 1 1 1
  48696   17    9    9 1 1 1
  48697   18    9    9 1 1 1
  48698   19    9    9 1 1 1
  48699   20    9    9 1 1 1
  48700   21    9    9 1 1 1
  48701  -20   10    9 1 1 1
  48702  -19   10    9 1 1 1
  48703  -18   10    9 1 1 1
  48704  -17   10    9 1 1 1
  48705  -16   10    9 1 1 1
  48706  -15   10    9 1 1 1
  48707  -14   10    9 1 1 1
  48708  -13   10    9 1 1 1
  48709  -12   10    9 1 1 1
  48710  -11   10    9 1 1 1
  48711  -10   10    9 1 1 1
  48712   -9   10    9 1 1 1
  48713   -8   10    9 1 1 1
  48714   -7   10    9 1 1 1
  48715   -6   10    9 1 1 1
  48716   -5   10    9 1 1 1
  48717   -4   10    9 1 1 1
  48718   -3   10    9 1 1 1
  48719   -2   10    9 1 1 1
  48720   -1   10    9 1 1 1
  48721    0   10    9 1 1 1
  48722    1   10    9 1 1 1
  48723    2   10    9 1 1 1
  48724    3   10    9 1 1 1
  48725    4   10    9 1 1 1
  48726    5   10    9 1 1 1
  48727    6   10    9 1 1 1
  48728    7   10    9 1 1 1
  48729    8   10    9 1 1 1
  48730    9   10    9 1 1 1
  48731   10   10    9 1 1 1
  48732   11   10    9 1 1 1
  48733   12   10    9 1 1 1
  48734   13   10    9 1 1 1
  48735   14   10    9 1 1 1
  48736   15   10    9 1 1 1
  48737   16   10    9 1 1 1
  48738   17   10    9 1 1 1
  48739   18   10    9 1 1 1
  48740   19   10    9 1 1 1
  48741   20   10    9 1 1 1
  48742  -20   11    9 1 1 1
  48743  -19   11    9 1 1 1
  48744  -18   11    9 1 1 1
  48745  -17   11    9 1 1 1
  48746  -16   11    9 1 1 1
  48747  -15   11    9 1 1 1
  48748  -14   11    9 1 1 1
  48749  -13   11    9 1 1 1
  48750  -12   11    9 1 1 1
  48751  -11   11    9 1 1 1
  48752  -10   11    9 1 1 1
  48753   -9   11    9 1 1 1
  48754   -8   11    9 1 1 1
  48755   -7   11    9 1 1 1
  48756   -6   11    9 1 1 1
  48757   -5   11    9 1 1 1
  48758   -4   11    9 1 1 1
  48759   -3   11    9 1 1 1
  48760   -2   11    9 1 1 1
  48761   -1   11    9 1 1 1
  48762    0   11    9 1 1 1
  48763    1   11    9 1 1 1
  48764    2   11    9 1 1 1
  48765    3   11    9 1 1 1
  48766    4   11    9 1 1 1
  48767    5   11    9 1 1 1
  48768    6   11    9 1 1 1
  48769    7   11    9 1 1 1
  48770    8   11    9 1 1 1
  48771    9   11    9 1 1 1
  48772   10   11    9 1 1 1
  48773   11   11    9 1 1 1
  48774   12   11    9 1 1 1
  48775   13   11    9 1 1 1
  48776   14   11    9 1 1 1
  48777   15   11    9 1 1 1
  48778   16   11    9 1 1 1
  48779   17   11    9 1 1 1
  48780   18   11    9 1 1 1
  48781   19   11    9 1 1 1
  48782   20   11    9 1 1 1
  48783  -19   12    9 1 1 1
  48784  -18   12    9 1 1 1
  48785  -17   12    9 1 1 1
  48786  -16   12    9 1 1 1
  48787  -15   12    9 1 1 1
  48788  -14   12    9 1 1 1
  48789  -13   12    9 1 1 1
  48790  -12   12    9 1 1 1
  48791  -11   12    9 1 1 1
  48792  -10   12    9 1 1 1
  48793   -9   12    9 1 1 1
  48794   -8   12    9 1 1 1
  48795   -7   12    9 1 1 1
  48796   -6   12    9 1 1 1
  48797   -5   12    9 1 1 1
  48798   -4   12    9 1 1 1
  48799   -3   12    9 1 1 1
  48800   -2   12    9 1 1 1
  48801   -1   12    9 1 1 1
  48802    0   12    9 1 1 1
  48803    1   12    9 1 1 1
  48804    2   12    9 1 1 1
  48805    3   12    9 1 1 1
  48806    4   12    9 1 1 1
  48807    5   12    9 1 1 1
  48808    6   12    9 1 1 1
  48809    7   12    9 1 1 1
  48810    8   12    9 1 1 1
  48811    9   12    9 1 1 1
  48812   10   12    9 1 1 1
  48813   11   12    9 1 1 1
  48814   12   12    9 1 1 1
  48815   13   12    9 1 1 1
