 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    760    3    9  -22 1 1 1
    761    4    9  -22 1 1 1
    762    5    9  -22 1 1 1
    763    6    9  -22 1 1 1
    764   -5   10  -22 1 1 1
    765   -4   10  -22 1 1 1
    766   -3   10  -22 1 1 1
    767   -2   10  -22 1 1 1
    768   -1   10  -22 1 1 1
    769    0   10  -22 1 1 1
    770    1   10  -22 1 1 1
    771    2   10  -22 1 1 1
    772    3   10  -22 1 1 1
    773    4   10  -22 1 1 1
    774    5   10  -22 1 1 1
    775   -2   11  -22 1 1 1
    776   -1   11  -22 1 1 1
    777    0   11  -22 1 1 1
    778    1   11  -22 1 1 1
    779    2   11  -22 1 1 1
    780   -1  -13  -21 1 1 1
    781    0  -13  -21 1 1 1
    782    1  -13  -21 1 1 1
    783   -5  -12  -21 1 1 1
    784   -4  -12  -21 1 1 1
    785   -3  -12  -21 1 1 1
    786   -2  -12  -21 1 1 1
    787   -1  -12  -21 1 1 1
    788    0  -12  -21 1 1 1
    789    1  -12  -21 1 1 1
    790    2  -12  -21 1 1 1
    791    3  -12  -21 1 1 1
    792    4  -12  -21 1 1 1
    793    5  -12  -21 1 1 1
    794   -7  -11  -21 1 1 1
    795   -6  -11  -21 1 1 1
    796   -5  -11  -21 1 1 1
    797   -4  -11  -21 1 1 1
    798   -3  -11  -21 1 1 1
    799   -2  -11  -21 1 1 1
    800   -1  -11  -21 1 1 1
    801    0  -11  -21 1 1 1
    802    1  -11  -21 1 1 1
    803    2  -11  -21 1 1 1
    804    3  -11  -21 1 1 1
    805    4  -11  -21 1 1 1
    806    5  -11  -21 1 1 1
    807    6  -11  -21 1 1 1
    808    7  -11  -21 1 1 1
    809   -8  -10  -21 1 1 1
    810   -7  -10  -21 1 1 1
    811   -6  -10  -21 1 1 1
    812   -5  -10  -21 1 1 1
    813   -4  -10  -21 1 1 1
    814   -3  -10  -21 1 1 1
    815   -2  -10  -21 1 1 1
    816   -1  -10  -21 1 1 1
    817    0  -10  -21 1 1 1
    818    1  -10  -21 1 1 1
    819    2  -10  -21 1 1 1
    820    3  -10  -21 1 1 1
    821    4  -10  -21 1 1 1
    822    5  -10  -21 1 1 1
    823    6  -10  -21 1 1 1
    824    7  -10  -21 1 1 1
    825    8  -10  -21 1 1 1
    826   -9   -9  -21 1 1 1
    827   -8   -9  -21 1 1 1
    828   -7   -9  -21 1 1 1
    829   -6   -9  -21 1 1 1
    830   -5   -9  -21 1 1 1
    831   -4   -9  -21 1 1 1
    832   -3   -9  -21 1 1 1
    833   -2   -9  -21 1 1 1
    834   -1   -9  -21 1 1 1
    835    0   -9  -21 1 1 1
    836    1   -9  -21 1 1 1
    837    2   -9  -21 1 1 1
    838    3   -9  -21 1 1 1
    839    4   -9  -21 1 1 1
    840    5   -9  -21 1 1 1
    841    6   -9  -21 1 1 1
    842    7   -9  -21 1 1 1
    843    8   -9  -21 1 1 1
    844    9   -9  -21 1 1 1
    845  -10   -8  -21 1 1 1
    846   -9   -8  -21 1 1 1
    847   -8   -8  -21 1 1 1
    848   -7   -8  -21 1 1 1
    849   -6   -8  -21 1 1 1
    850   -5   -8  -21 1 1 1
    851   -4   -8  -21 1 1 1
    852   -3   -8  -21 1 1 1
    853   -2   -8  -21 1 1 1
    854   -1   -8  -21 1 1 1
    855    0   -8  -21 1 1 1
    856    1   -8  -21 1 1 1
    857    2   -8  -21 1 1 1
    858    3   -8  -21 1 1 1
    859    4   -8  -21 1 1 1
    860    5   -8  -21 1 1 1
    861    6   -8  -21 1 1 1
    862    7   -8  -21 1 1 1
    863    8   -8  -21 1 1 1
    864    9   -8  -21 1 1 1
    865   10   -8  -21 1 1 1
    866  -11   -7  -21 1 1 1
    867  -10   -7  -21 1 1 1
    868   -9   -7  -21 1 1 1
    869   -8   -7  -21 1 1 1
    870   -7   -7  -21 1 1 1
    871   -6   -7  -21 1 1 1
    872   -5   -7  -21 1 1 1
    873   -4   -7  -21 1 1 1
    874   -3   -7  -21 1 1 1
    875   -2   -7  -21 1 1 1
    876   -1   -7  -21 1 1 1
    877    0   -7  -21 1 1 1
    878    1   -7  -21 1 1 1
    879    2   -7  -21 1 1 1
    880    3   -7  -21 1 1 1
    881    4   -7  -21 1 1 1
    882    5   -7  -21 1 1 1
    883    6   -7  -21 1 1 1
    884    7   -7  -21 1 1 1
    885    8   -7  -21 1 1 1
    886    9   -7  -21 1 1 1
    887   10   -7  -21 1 1 1
    888   11   -7  -21 1 1 1
    889  -11   -6  -21 1 1 1
    890  -10   -6  -21 1 1 1
    891   -9   -6  -21 1 1 1
    892   -8   -6  -21 1 1 1
    893   -7   -6  -21 1 1 1
    894   -6   -6  -21 1 1 1
    895   -5   -6  -21 1 1 1
    896   -4   -6  -21 1 1 1
    897   -3   -6  -21 1 1 1
    898   -2   -6  -21 1 1 1
    899   -1   -6  -21 1 1 1
    900    0   -6  -21 1 1 1
    901    1   -6  -21 1 1 1
    902    2   -6  -21 1 1 1
    903    3   -6  -21 1 1 1
    904    4   -6  -21 1 1 1
    905    5   -6  -21 1 1 1
    906    6   -6  -21 1 1 1
    907    7   -6  -21 1 1 1
    908    8   -6  -21 1 1 1
    909    9   -6  -21 1 1 1
    910   10   -6  -21 1 1 1
    911   11   -6  -21 1 1 1
    912  -12   -5  -21 1 1 1
    913  -11   -5  -21 1 1 1
    914  -10   -5  -21 1 1 1
    915   -9   -5  -21 1 1 1
    916   -8   -5  -21 1 1 1
    917   -7   -5  -21 1 1 1
    918   -6   -5  -21 1 1 1
    919   -5   -5  -21 1 1 1
    920   -4   -5  -21 1 1 1
    921   -3   -5  -21 1 1 1
    922   -2   -5  -21 1 1 1
    923   -1   -5  -21 1 1 1
    924    0   -5  -21 1 1 1
    925    1   -5  -21 1 1 1
    926    2   -5  -21 1 1 1
    927    3   -5  -21 1 1 1
    928    4   -5  -21 1 1 1
    929    5   -5  -21 1 1 1
    930    6   -5  -21 1 1 1
    931    7   -5  -21 1 1 1
    932    8   -5  -21 1 1 1
    933    9   -5  -21 1 1 1
    934   10   -5  -21 1 1 1
    935   11   -5  -21 1 1 1
    936   12   -5  -21 1 1 1
    937  -12   -4  -21 1 1 1
    938  -11   -4  -21 1 1 1
    939  -10   -4  -21 1 1 1
    940   -9   -4  -21 1 1 1
    941   -8   -4  -21 1 1 1
    942   -7   -4  -21 1 1 1
    943   -6   -4  -21 1 1 1
    944   -5   -4  -21 1 1 1
    945   -4   -4  -21 1 1 1
    946   -3   -4  -21 1 1 1
    947   -2   -4  -21 1 1 1
    948   -1   -4  -21 1 1 1
    949    0   -4  -21 1 1 1
    950    1   -4  -21 1 1 1
    951    2   -4  -21 1 1 1
    952    3   -4  -21 1 1 1
    953    4   -4  -21 1 1 1
    954    5   -4  -21 1 1 1
    955    6   -4  -21 1 1 1
    956    7   -4  -21 1 1 1
    957    8   -4  -21 1 1 1
    958    9   -4  -21 1 1 1
    959   10   -4  -21 1 1 1
    960   11   -4  -21 1 1 1
    961   12   -4  -21 1 1 1
    962  -12   -3  -21 1 1 1
    963  -11   -3  -21 1 1 1
    964  -10   -3  -21 1 1 1
    965   -9   -3  -21 1 1 1
    966   -8   -3  -21 1 1 1
    967   -7   -3  -21 1 1 1
    968   -6   -3  -21 1 1 1
    969   -5   -3  -21 1 1 1
    970   -4   -3  -21 1 1 1
    971   -3   -3  -21 1 1 1
    972   -2   -3  -21 1 1 1
    973   -1   -3  -21 1 1 1
    974    0   -3  -21 1 1 1
    975    1   -3  -21 1 1 1
    976    2   -3  -21 1 1 1
    977    3   -3  -21 1 1 1
    978    4   -3  -21 1 1 1
    979    5   -3  -21 1 1 1
    980    6   -3  -21 1 1 1
    981    7   -3  -21 1 1 1
    982    8   -3  -21 1 1 1
    983    9   -3  -21 1 1 1
    984   10   -3  -21 1 1 1
    985   11   -3  -21 1 1 1
    986   12   -3  -21 1 1 1
    987  -12   -2  -21 1 1 1
    988  -11   -2  -21 1 1 1
    989  -10   -2  -21 1 1 1
    990   -9   -2  -21 1 1 1
    991   -8   -2  -21 1 1 1
    992   -7   -2  -21 1 1 1
    993   -6   -2  -21 1 1 1
    994   -5   -2  -21 1 1 1
    995   -4   -2  -21 1 1 1
    996   -3   -2  -21 1 1 1
    997   -2   -2  -21 1 1 1
    998   -1   -2  -21 1 1 1
    999    0   -2  -21 1 1 1
   1000    1   -2  -21 1 1 1
   1001    2   -2  -21 1 1 1
   1002    3   -2  -21 1 1 1
   1003    4   -2  -21 1 1 1
   1004    5   -2  -21 1 1 1
   1005    6   -2  -21 1 1 1
   1006    7   -2  -21 1 1 1
   1007    8   -2  -21 1 1 1
   1008    9   -2  -21 1 1 1
   1009   10   -2  -21 1 1 1
   1010   11   -2  -21 1 1 1
   1011   12   -2  -21 1 1 1
   1012  -13   -1  -21 1 1 1
   1013  -12   -1  -21 1 1 1
   1014  -11   -1  -21 1 1 1
   1015  -10   -1  -21 1 1 1
   1016   -9   -1  -21 1 1 1
   1017   -8   -1  -21 1 1 1
   1018   -7   -1  -21 1 1 1
   1019   -6   -1  -21 1 1 1
   1020   -5   -1  -21 1 1 1
   1021   -4   -1  -21 1 1 1
   1022   -3   -1  -21 1 1 1
   1023   -2   -1  -21 1 1 1
   1024   -1   -1  -21 1 1 1
   1025    0   -1  -21 1 1 1
   1026    1   -1  -21 1 1 1
   1027    2   -1  -21 1 1 1
   1028    3   -1  -21 1 1 1
   1029    4   -1  -21 1 1 1
   1030    5   -1  -21 1 1 1
   1031    6   -1  -21 1 1 1
   1032    7   -1  -21 1 1 1
   1033    8   -1  -21 1 1 1
   1034    9   -1  -21 1 1 1
   1035   10   -1  -21 1 1 1
   1036   11   -1  -21 1 1 1
   1037   12   -1  -21 1 1 1
   1038   13   -1  -21 1 1 1
   1039  -13    0  -21 1 1 1
   1040  -12    0  -21 1 1 1
   1041  -11    0  -21 1 1 1
   1042  -10    0  -21 1 1 1
   1043   -9    0  -21 1 1 1
   1044   -8    0  -21 1 1 1
   1045   -7    0  -21 1 1 1
   1046   -6    0  -21 1 1 1
   1047   -5    0  -21 1 1 1
   1048   -4    0  -21 1 1 1
   1049   -3    0  -21 1 1 1
   1050   -2    0  -21 1 1 1
   1051   -1    0  -21 1 1 1
   1052    0    0  -21 1 1 1
   1053    1    0  -21 1 1 1
   1054    2    0  -21 1 1 1
   1055    3    0  -21 1 1 1
   1056    4    0  -21 1 1 1
   1057    5    0  -21 1 1 1
   1058    6    0  -21 1 1 1
   1059    7    0  -21 1 1 1
   1060    8    0  -21 1 1 1
   1061    9    0  -21 1 1 1
   1062   10    0  -21 1 1 1
   1063   11    0  -21 1 1 1
   1064   12    0  -21 1 1 1
   1065   13    0  -21 1 1 1
   1066  -13    1  -21 1 1 1
   1067  -12    1  -21 1 1 1
   1068  -11    1  -21 1 1 1
   1069  -10    1  -21 1 1 1
   1070   -9    1  -21 1 1 1
   1071   -8    1  -21 1 1 1
   1072   -7    1  -21 1 1 1
   1073   -6    1  -21 1 1 1
   1074   -5    1  -21 1 1 1
   1075   -4    1  -21 1 1 1
   1076   -3    1  -21 1 1 1
   1077   -2    1  -21 1 1 1
   1078   -1    1  -21 1 1 1
   1079    0    1  -21 1 1 1
   1080    1    1  -21 1 1 1
   1081    2    1  -21 1 1 1
   1082    3    1  -21 1 1 1
   1083    4    1  -21 1 1 1
   1084    5    1  -21 1 1 1
   1085    6    1  -21 1 1 1
   1086    7    1  -21 1 1 1
   1087    8    1  -21 1 1 1
   1088    9    1  -21 1 1 1
   1089   10    1  -21 1 1 1
   1090   11    1  -21 1 1 1
   1091   12    1  -21 1 1 1
   1092   13    1  -21 1 1 1
   1093  -12    2  -21 1 1 1
   1094  -11    2  -21 1 1 1
   1095  -10    2  -21 1 1 1
   1096   -9    2  -21 1 1 1
   1097   -8    2  -21 1 1 1
   1098   -7    2  -21 1 1 1
   1099   -6    2  -21 1 1 1
   1100   -5    2  -21 1 1 1
   1101   -4    2  -21 1 1 1
   1102   -3    2  -21 1 1 1
   1103   -2    2  -21 1 1 1
   1104   -1    2  -21 1 1 1
   1105    0    2  -21 1 1 1
   1106    1    2  -21 1 1 1
   1107    2    2  -21 1 1 1
   1108    3    2  -21 1 1 1
   1109    4    2  -21 1 1 1
   1110    5    2  -21 1 1 1
   1111    6    2  -21 1 1 1
   1112    7    2  -21 1 1 1
   1113    8    2  -21 1 1 1
   1114    9    2  -21 1 1 1
   1115   10    2  -21 1 1 1
   1116   11    2  -21 1 1 1
   1117   12    2  -21 1 1 1
   1118  -12    3  -21 1 1 1
   1119  -11    3  -21 1 1 1
   1120  -10    3  -21 1 1 1
   1121   -9    3  -21 1 1 1
   1122   -8    3  -21 1 1 1
   1123   -7    3  -21 1 1 1
   1124   -6    3  -21 1 1 1
   1125   -5    3  -21 1 1 1
   1126   -4    3  -21 1 1 1
   1127   -3    3  -21 1 1 1
   1128   -2    3  -21 1 1 1
   1129   -1    3  -21 1 1 1
   1130    0    3  -21 1 1 1
   1131    1    3  -21 1 1 1
   1132    2    3  -21 1 1 1
   1133    3    3  -21 1 1 1
   1134    4    3  -21 1 1 1
   1135    5    3  -21 1 1 1
   1136    6    3  -21 1 1 1
   1137    7    3  -21 1 1 1
   1138    8    3  -21 1 1 1
   1139    9    3  -21 1 1 1
   1140   10    3  -21 1 1 1
   1141   11    3  -21 1 1 1
   1142   12    3  -21 1 1 1
   1143  -12    4  -21 1 1 1
   1144  -11    4  -21 1 1 1
   1145  -10    4  -21 1 1 1
   1146   -9    4  -21 1 1 1
   1147   -8    4  -21 1 1 1
   1148   -7    4  -21 1 1 1
   1149   -6    4  -21 1 1 1
   1150   -5    4  -21 1 1 1
   1151   -4    4  -21 1 1 1
   1152   -3    4  -21 1 1 1
   1153   -2    4  -21 1 1 1
   1154   -1    4  -21 1 1 1
   1155    0    4  -21 1 1 1
   1156    1    4  -21 1 1 1
   1157    2    4  -21 1 1 1
   1158    3    4  -21 1 1 1
   1159    4    4  -21 1 1 1
   1160    5    4  -21 1 1 1
   1161    6    4  -21 1 1 1
   1162    7    4  -21 1 1 1
   1163    8    4  -21 1 1 1
   1164    9    4  -21 1 1 1
   1165   10    4  -21 1 1 1
   1166   11    4  -21 1 1 1
   1167   12    4  -21 1 1 1
   1168  -12    5  -21 1 1 1
   1169  -11    5  -21 1 1 1
   1170  -10    5  -21 1 1 1
   1171   -9    5  -21 1 1 1
   1172   -8    5  -21 1 1 1
   1173   -7    5  -21 1 1 1
   1174   -6    5  -21 1 1 1
   1175   -5    5  -21 1 1 1
   1176   -4    5  -21 1 1 1
   1177   -3    5  -21 1 1 1
   1178   -2    5  -21 1 1 1
   1179   -1    5  -21 1 1 1
   1180    0    5  -21 1 1 1
   1181    1    5  -21 1 1 1
   1182    2    5  -21 1 1 1
   1183    3    5  -21 1 1 1
   1184    4    5  -21 1 1 1
   1185    5    5  -21 1 1 1
   1186    6    5  -21 1 1 1
   1187    7    5  -21 1 1 1
   1188    8    5  -21 1 1 1
   1189    9    5  -21 1 1 1
   1190   10    5  -21 1 1 1
   1191   11    5  -21 1 1 1
   1192   12    5  -21 1 1 1
   1193  -11    6  -21 1 1 1
   1194  -10    6  -21 1 1 1
   1195   -9    6  -21 1 1 1
   1196   -8    6  -21 1 1 1
   1197   -7    6  -21 1 1 1
   1198   -6    6  -21 1 1 1
   1199   -5    6  -21 1 1 1
   1200   -4    6  -21 1 1 1
   1201   -3    6  -21 1 1 1
   1202   -2    6  -21 1 1 1
   1203   -1    6  -21 1 1 1
   1204    0    6  -21 1 1 1
   1205    1    6  -21 1 1 1
   1206    2    6  -21 1 1 1
   1207    3    6  -21 1 1 1
   1208    4    6  -21 1 1 1
   1209    5    6  -21 1 1 1
   1210    6    6  -21 1 1 1
   1211    7    6  -21 1 1 1
   1212    8    6  -21 1 1 1
   1213    9    6  -21 1 1 1
   1214   10    6  -21 1 1 1
   1215   11    6  -21 1 1 1
   1216  -11    7  -21 1 1 1
   1217  -10    7  -21 1 1 1
   1218   -9    7  -21 1 1 1
   1219   -8    7  -21 1 1 1
   1220   -7    7  -21 1 1 1
   1221   -6    7  -21 1 1 1
   1222   -5    7  -21 1 1 1
   1223   -4    7  -21 1 1 1
   1224   -3    7  -21 1 1 1
   1225   -2    7  -21 1 1 1
   1226   -1    7  -21 1 1 1
   1227    0    7  -21 1 1 1
   1228    1    7  -21 1 1 1
   1229    2    7  -21 1 1 1
   1230    3    7  -21 1 1 1
   1231    4    7  -21 1 1 1
   1232    5    7  -21 1 1 1
   1233    6    7  -21 1 1 1
   1234    7    7  -21 1 1 1
   1235    8    7  -21 1 1 1
   1236    9    7  -21 1 1 1
   1237   10    7  -21 1 1 1
   1238   11    7  -21 1 1 1
   1239  -10    8  -21 1 1 1
   1240   -9    8  -21 1 1 1
   1241   -8    8  -21 1 1 1
   1242   -7    8  -21 1 1 1
   1243   -6    8  -21 1 1 1
   1244   -5    8  -21 1 1 1
   1245   -4    8  -21 1 1 1
   1246   -3    8  -21 1 1 1
   1247   -2    8  -21 1 1 1
   1248   -1    8  -21 1 1 1
   1249    0    8  -21 1 1 1
   1250    1    8  -21 1 1 1
   1251    2    8  -21 1 1 1
   1252    3    8  -21 1 1 1
   1253    4    8  -21 1 1 1
   1254    5    8  -21 1 1 1
   1255    6    8  -21 1 1 1
   1256    7    8  -21 1 1 1
   1257    8    8  -21 1 1 1
   1258    9    8  -21 1 1 1
   1259   10    8  -21 1 1 1
   1260   -9    9  -21 1 1 1
   1261   -8    9  -21 1 1 1
   1262   -7    9  -21 1 1 1
   1263   -6    9  -21 1 1 1
   1264   -5    9  -21 1 1 1
   1265   -4    9  -21 1 1 1
   1266   -3    9  -21 1 1 1
   1267   -2    9  -21 1 1 1
   1268   -1    9  -21 1 1 1
   1269    0    9  -21 1 1 1
   1270    1    9  -21 1 1 1
   1271    2    9  -21 1 1 1
   1272    3    9  -21 1 1 1
   1273    4    9  -21 1 1 1
   1274    5    9  -21 1 1 1
   1275    6    9  -21 1 1 1
   1276    7    9  -21 1 1 1
   1277    8    9  -21 1 1 1
   1278    9    9  -21 1 1 1
   1279   -8   10  -21 1 1 1
   1280   -7   10  -21 1 1 1
   1281   -6   10  -21 1 1 1
   1282   -5   10  -21 1 1 1
   1283   -4   10  -21 1 1 1
   1284   -3   10  -21 1 1 1
   1285   -2   10  -21 1 1 1
   1286   -1   10  -21 1 1 1
   1287    0   10  -21 1 1 1
   1288    1   10  -21 1 1 1
   1289    2   10  -21 1 1 1
   1290    3   10  -21 1 1 1
   1291    4   10  -21 1 1 1
   1292    5   10  -21 1 1 1
   1293    6   10  -21 1 1 1
   1294    7   10  -21 1 1 1
   1295    8   10  -21 1 1 1
   1296   -7   11  -21 1 1 1
   1297   -6   11  -21 1 1 1
   1298   -5   11  -21 1 1 1
   1299   -4   11  -21 1 1 1
   1300   -3   11  -21 1 1 1
   1301   -2   11  -21 1 1 1
   1302   -1   11  -21 1 1 1
   1303    0   11  -21 1 1 1
   1304    1   11  -21 1 1 1
   1305    2   11  -21 1 1 1
   1306    3   11  -21 1 1 1
   1307    4   11  -21 1 1 1
   1308    5   11  -21 1 1 1
   1309    6   11  -21 1 1 1
   1310    7   11  -21 1 1 1
   1311   -5   12  -21 1 1 1
   1312   -4   12  -21 1 1 1
   1313   -3   12  -21 1 1 1
   1314   -2   12  -21 1 1 1
   1315   -1   12  -21 1 1 1
   1316    0   12  -21 1 1 1
   1317    1   12  -21 1 1 1
   1318    2   12  -21 1 1 1
   1319    3   12  -21 1 1 1
   1320    4   12  -21 1 1 1
   1321    5   12  -21 1 1 1
   1322   -1   13  -21 1 1 1
   1323    0   13  -21 1 1 1
   1324    1   13  -21 1 1 1
   1325   -4  -14  -20 1 1 1
   1326   -3  -14  -20 1 1 1
   1327   -2  -14  -20 1 1 1
   1328   -1  -14  -20 1 1 1
   1329    0  -14  -20 1 1 1
   1330    1  -14  -20 1 1 1
   1331    2  -14  -20 1 1 1
   1332    3  -14  -20 1 1 1
   1333    4  -14  -20 1 1 1
   1334   -6  -13  -20 1 1 1
   1335   -5  -13  -20 1 1 1
   1336   -4  -13  -20 1 1 1
   1337   -3  -13  -20 1 1 1
   1338   -2  -13  -20 1 1 1
   1339   -1  -13  -20 1 1 1
   1340    0  -13  -20 1 1 1
   1341    1  -13  -20 1 1 1
   1342    2  -13  -20 1 1 1
   1343    3  -13  -20 1 1 1
   1344    4  -13  -20 1 1 1
   1345    5  -13  -20 1 1 1
   1346    6  -13  -20 1 1 1
   1347   -8  -12  -20 1 1 1
   1348   -7  -12  -20 1 1 1
   1349   -6  -12  -20 1 1 1
   1350   -5  -12  -20 1 1 1
   1351   -4  -12  -20 1 1 1
   1352   -3  -12  -20 1 1 1
   1353   -2  -12  -20 1 1 1
   1354   -1  -12  -20 1 1 1
   1355    0  -12  -20 1 1 1
   1356    1  -12  -20 1 1 1
   1357    2  -12  -20 1 1 1
   1358    3  -12  -20 1 1 1
   1359    4  -12  -20 1 1 1
   1360    5  -12  -20 1 1 1
   1361    6  -12  -20 1 1 1
   1362    7  -12  -20 1 1 1
   1363    8  -12  -20 1 1 1
   1364   -9  -11  -20 1 1 1
   1365   -8  -11  -20 1 1 1
   1366   -7  -11  -20 1 1 1
   1367   -6  -11  -20 1 1 1
   1368   -5  -11  -20 1 1 1
   1369   -4  -11  -20 1 1 1
   1370   -3  -11  -20 1 1 1
   1371   -2  -11  -20 1 1 1
   1372   -1  -11  -20 1 1 1
   1373    0  -11  -20 1 1 1
   1374    1  -11  -20 1 1 1
   1375    2  -11  -20 1 1 1
   1376    3  -11  -20 1 1 1
   1377    4  -11  -20 1 1 1
   1378    5  -11  -20 1 1 1
   1379    6  -11  -20 1 1 1
   1380    7  -11  -20 1 1 1
   1381    8  -11  -20 1 1 1
   1382    9  -11  -20 1 1 1
   1383  -10  -10  -20 1 1 1
   1384   -9  -10  -20 1 1 1
   1385   -8  -10  -20 1 1 1
   1386   -7  -10  -20 1 1 1
   1387   -6  -10  -20 1 1 1
   1388   -5  -10  -20 1 1 1
   1389   -4  -10  -20 1 1 1
   1390   -3  -10  -20 1 1 1
   1391   -2  -10  -20 1 1 1
   1392   -1  -10  -20 1 1 1
   1393    0  -10  -20 1 1 1
   1394    1  -10  -20 1 1 1
   1395    2  -10  -20 1 1 1
   1396    3  -10  -20 1 1 1
   1397    4  -10  -20 1 1 1
   1398    5  -10  -20 1 1 1
   1399    6  -10  -20 1 1 1
   1400    7  -10  -20 1 1 1
   1401    8  -10  -20 1 1 1
   1402    9  -10  -20 1 1 1
   1403   10  -10  -20 1 1 1
   1404  -11   -9  -20 1 1 1
   1405  -10   -9  -20 1 1 1
   1406   -9   -9  -20 1 1 1
   1407   -8   -9  -20 1 1 1
   1408   -7   -9  -20 1 1 1
   1409   -6   -9  -20 1 1 1
   1410   -5   -9  -20 1 1 1
   1411   -4   -9  -20 1 1 1
   1412   -3   -9  -20 1 1 1
   1413   -2   -9  -20 1 1 1
   1414   -1   -9  -20 1 1 1
   1415    0   -9  -20 1 1 1
   1416    1   -9  -20 1 1 1
   1417    2   -9  -20 1 1 1
   1418    3   -9  -20 1 1 1
   1419    4   -9  -20 1 1 1
   1420    5   -9  -20 1 1 1
   1421    6   -9  -20 1 1 1
   1422    7   -9  -20 1 1 1
   1423    8   -9  -20 1 1 1
   1424    9   -9  -20 1 1 1
   1425   10   -9  -20 1 1 1
   1426   11   -9  -20 1 1 1
   1427  -12   -8  -20 1 1 1
   1428  -11   -8  -20 1 1 1
   1429  -10   -8  -20 1 1 1
   1430   -9   -8  -20 1 1 1
   1431   -8   -8  -20 1 1 1
   1432   -7   -8  -20 1 1 1
   1433   -6   -8  -20 1 1 1
   1434   -5   -8  -20 1 1 1
   1435   -4   -8  -20 1 1 1
   1436   -3   -8  -20 1 1 1
   1437   -2   -8  -20 1 1 1
   1438   -1   -8  -20 1 1 1
   1439    0   -8  -20 1 1 1
   1440    1   -8  -20 1 1 1
   1441    2   -8  -20 1 1 1
   1442    3   -8  -20 1 1 1
   1443    4   -8  -20 1 1 1
   1444    5   -8  -20 1 1 1
   1445    6   -8  -20 1 1 1
   1446    7   -8  -20 1 1 1
   1447    8   -8  -20 1 1 1
   1448    9   -8  -20 1 1 1
   1449   10   -8  -20 1 1 1
   1450   11   -8  -20 1 1 1
   1451   12   -8  -20 1 1 1
   1452  -12   -7  -20 1 1 1
   1453  -11   -7  -20 1 1 1
   1454  -10   -7  -20 1 1 1
   1455   -9   -7  -20 1 1 1
   1456   -8   -7  -20 1 1 1
   1457   -7   -7  -20 1 1 1
   1458   -6   -7  -20 1 1 1
   1459   -5   -7  -20 1 1 1
   1460   -4   -7  -20 1 1 1
   1461   -3   -7  -20 1 1 1
   1462   -2   -7  -20 1 1 1
   1463   -1   -7  -20 1 1 1
   1464    0   -7  -20 1 1 1
   1465    1   -7  -20 1 1 1
   1466    2   -7  -20 1 1 1
   1467    3   -7  -20 1 1 1
   1468    4   -7  -20 1 1 1
   1469    5   -7  -20 1 1 1
   1470    6   -7  -20 1 1 1
   1471    7   -7  -20 1 1 1
   1472    8   -7  -20 1 1 1
   1473    9   -7  -20 1 1 1
   1474   10   -7  -20 1 1 1
   1475   11   -7  -20 1 1 1
   1476   12   -7  -20 1 1 1
   1477  -13   -6  -20 1 1 1
   1478  -12   -6  -20 1 1 1
   1479  -11   -6  -20 1 1 1
   1480  -10   -6  -20 1 1 1
   1481   -9   -6  -20 1 1 1
   1482   -8   -6  -20 1 1 1
   1483   -7   -6  -20 1 1 1
   1484   -6   -6  -20 1 1 1
   1485   -5   -6  -20 1 1 1
   1486   -4   -6  -20 1 1 1
   1487   -3   -6  -20 1 1 1
   1488   -2   -6  -20 1 1 1
   1489   -1   -6  -20 1 1 1
   1490    0   -6  -20 1 1 1
   1491    1   -6  -20 1 1 1
   1492    2   -6  -20 1 1 1
   1493    3   -6  -20 1 1 1
   1494    4   -6  -20 1 1 1
   1495    5   -6  -20 1 1 1
   1496    6   -6  -20 1 1 1
